pdg_name,strategy,replicate,initial,final,resolution_pct,distortion_tv,success
chain_4v_3e,uniform,0,0.06644455343484879,2.7047694857174065e-06,99.99592928337103,0.3019879107622455,True
chain_4v_3e,partial,0,0.06644455343484879,0.006447665859013796,90.29617097910673,0.21622722006346987,True
chain_4v_3e,hub,0,0.06644455343484879,4.816738965018885e-06,99.99275073920131,0.3145897112847615,True
chain_4v_3e,uniform,1,0.05946839228272438,1.3005226264795056e-06,99.99781308594943,0.2232365318009728,True
chain_4v_3e,partial,1,0.05946839228272438,0.04575507715344429,23.059838349226435,0.07820425593973719,True
chain_4v_3e,hub,1,0.05946839228272438,4.558896762318909e-06,99.99233391624135,0.22820857253042987,True
chain_4v_3e,uniform,2,0.03754228726029396,1.9737385628104676e-06,99.99474262569798,0.10007761552311374,True
chain_4v_3e,partial,2,0.03754228726029396,0.018007619306445122,52.03377145992217,0.049668853716363065,True
chain_4v_3e,hub,2,0.03754228726029396,1.4036018001206685e-06,99.99626127787477,0.06689550452385395,True
chain_4v_3e,uniform,3,0.012700477614998817,3.2569059840170667e-06,99.97435603539688,0.3047340302656772,True
chain_4v_3e,partial,3,0.012700477614998817,0.0017841010121628642,85.95248882564933,0.18226091523617047,True
chain_4v_3e,hub,3,0.012700477614998817,3.840109457087237e-06,99.96976405475844,0.18032507504165346,True
chain_4v_3e,uniform,4,0.41973745822906494,5.91315028941608e-07,99.99985912264503,0.3981138476039265,True
chain_4v_3e,partial,4,0.41973745822906494,0.2739226520061493,34.739526664627476,0.10694316832155149,True
chain_4v_3e,hub,4,0.41973745822906494,1.4013254485689686e-06,99.99966614238946,0.3663105362207368,True
chain_4v_3e,uniform,5,0.023063449189066887,5.767716174887028e-06,99.97499196183708,0.29865942856383987,True
chain_4v_3e,partial,5,0.023063449189066887,0.005522304680198431,76.0560329249614,0.04624703863811261,True
chain_4v_3e,hub,5,0.023063449189066887,2.4849987312336452e-06,99.98922538120442,0.19453895340533187,True
chain_4v_3e,uniform,6,0.2187654972076416,1.8207629182143137e-06,99.99916771020044,0.05601092757578558,True
chain_4v_3e,partial,6,0.2187654972076416,0.07339801639318466,66.44899797726383,0.1531989055543706,True
chain_4v_3e,hub,6,0.2187654972076416,4.197073053546774e-07,99.99980814739494,0.05622457777628298,True
chain_4v_3e,uniform,7,0.35608971118927,4.0003587287174014e-07,99.99988765868254,0.18690208673322833,True
chain_4v_3e,partial,7,0.35608971118927,0.24880127608776093,30.129608278539333,0.03923664441025043,True
chain_4v_3e,hub,7,0.35608971118927,5.309624384608469e-07,99.9998508908228,0.20223958697585992,True
chain_4v_3e,uniform,8,0.09528684616088867,0.0009011328802444041,99.0542945678747,0.1406535275136857,True
chain_4v_3e,partial,8,0.09528684616088867,0.03980550915002823,58.225599068713066,0.07600651727316371,True
chain_4v_3e,hub,8,0.09528684616088867,0.0006515597924590111,99.31621223840395,0.2123557494975008,True
chain_4v_3e,uniform,9,0.05369843170046806,2.721745659073349e-06,99.99493142430256,0.19929542309087905,True
chain_4v_3e,partial,9,0.05369843170046806,0.01193543616682291,77.77321275712626,0.17938095286969147,True
chain_4v_3e,hub,9,0.05369843170046806,3.756756541406503e-06,99.99300397344496,0.24085307771704625,True
chain_4v_3e,uniform,10,0.23029379546642303,2.321889269296662e-06,99.99899177080972,0.14460479314245753,True
chain_4v_3e,partial,10,0.23029379546642303,0.0836901143193245,63.65941420617796,0.1076837065684386,True
chain_4v_3e,hub,10,0.23029379546642303,1.5257146515068598e-05,99.993374920725,0.23084185431623716,True
chain_4v_3e,uniform,11,0.027111463248729706,9.181114251077815e-07,99.99661356741728,0.31659982811409293,True
chain_4v_3e,partial,11,0.027111463248729706,0.007620905991643667,71.89046595631189,0.17715392187732332,True
chain_4v_3e,hub,11,0.027111463248729706,8.604488357377704e-07,99.99682625453357,0.24011591874882518,True
chain_4v_3e,uniform,12,0.28726276755332947,9.171074452751782e-06,99.99680742668782,0.3025021482175213,True
chain_4v_3e,partial,12,0.28726276755332947,0.16799284517765045,41.51945042913955,0.1057580313807564,True
chain_4v_3e,hub,12,0.28726276755332947,1.283683218389342e-06,99.99955313275392,0.27082591305330356,True
chain_4v_3e,uniform,13,0.12298953533172607,1.4480292520602234e-06,99.99882264027737,0.222038230940241,True
chain_4v_3e,partial,13,0.12298953533172607,0.03562420234084129,71.03476954786757,0.1218450152231116,True
chain_4v_3e,hub,13,0.12298953533172607,1.7821624851421802e-06,99.99855096412851,0.25104756653631344,True
chain_4v_3e,uniform,14,0.030972521752119064,1.6046366226873943e-06,99.99481916055937,0.040646692912943226,True
chain_4v_3e,partial,14,0.030972521752119064,0.01786993071436882,42.30392069013172,0.029372056392298708,True
chain_4v_3e,hub,14,0.030972521752119064,2.3825239168218104e-06,99.99230762049054,0.05057105649784727,True
chain_4v_3e,uniform,15,0.03496820479631424,1.7336269593215548e-06,99.99504227634955,0.12086602076449682,True
chain_4v_3e,partial,15,0.03496820479631424,0.006240324582904577,82.1542895345822,0.1521666044777714,True
chain_4v_3e,hub,15,0.03496820479631424,3.1430702165380353e-06,99.99101163404056,0.2306449351557101,True
chain_4v_3e,uniform,16,0.028856171295046806,2.3884192614787025e-06,99.99172302091965,0.23421070624928572,True
chain_4v_3e,partial,16,0.028856171295046806,0.008567810989916325,70.30856622553041,0.10747775653897067,True
chain_4v_3e,hub,16,0.028856171295046806,1.1913491562154377e-06,99.99587142332905,0.16991227970405443,True
chain_4v_3e,uniform,17,0.011031095869839191,3.0355695344042033e-06,99.97248170471708,0.12806068172615725,True
chain_4v_3e,partial,17,0.011031095869839191,0.00027880846755579114,97.47252248692627,0.1375757275150069,True
chain_4v_3e,hub,17,0.011031095869839191,4.068865564477164e-06,99.96311458433063,0.11251701238602987,True
chain_4v_3e,uniform,18,0.5973703861236572,2.9557365905930055e-06,99.9995052087182,0.41953455610681223,True
chain_4v_3e,partial,18,0.5973703861236572,0.37433838844299316,37.335630098425376,0.05592552415817091,True
chain_4v_3e,hub,18,0.5973703861236572,1.6126024320328725e-06,99.9997300498201,0.4062014191023755,True
chain_4v_3e,uniform,19,0.037116240710020065,2.1591429231193615e-06,99.99418275428272,0.1064792765584644,True
chain_4v_3e,partial,19,0.037116240710020065,0.020174914970993996,45.643969903591326,0.10919929485479213,True
chain_4v_3e,hub,19,0.037116240710020065,1.930347934830934e-06,99.99479918251983,0.07828481462455379,True
chain_4v_3e,uniform,20,0.022995004430413246,2.44450825448439e-06,99.98936939428786,0.04879244236014804,True
chain_4v_3e,partial,20,0.022995004430413246,0.015263843350112438,33.621046274187954,0.012034388390124532,True
chain_4v_3e,hub,20,0.022995004430413246,4.312305463827215e-06,99.98124677263326,0.03996922778481998,True
chain_4v_3e,uniform,21,0.18531031906604767,6.066675268812105e-06,99.99672620753157,0.2688428229255687,True
chain_4v_3e,partial,21,0.18531031906604767,0.08829265087842941,52.35416391088267,0.035948234393530565,True
chain_4v_3e,hub,21,0.18531031906604767,4.946207923239854e-07,99.99973308513265,0.24938247997711693,True
chain_4v_3e,uniform,22,0.1783836930990219,6.656139817096118e-07,99.99962686388528,0.4308937795101323,True
chain_4v_3e,partial,22,0.1783836930990219,0.06329353898763657,64.51831561055195,0.21834735991599752,True
chain_4v_3e,hub,22,0.1783836930990219,2.1200596620474244e-06,99.99881151711504,0.44364235438023003,True
chain_4v_3e,uniform,23,0.0018179500475525856,1.538115498078696e-06,99.91539286240844,0.04166034374271521,True
chain_4v_3e,partial,23,0.0018179500475525856,0.000127808511024341,92.96963570608537,0.06211527047519263,True
chain_4v_3e,hub,23,0.0018179500475525856,7.317832455555617e-07,99.95974679026298,0.052057163449416737,True
chain_4v_3e,uniform,24,0.0007538777426816523,2.904068878706312e-06,99.61478251521578,0.015098620658951357,True
chain_4v_3e,partial,24,0.0007538777426816523,0.0012670753058046103,-68.07437520272715,0.02895484085826884,True
chain_4v_3e,hub,24,0.0007538777426816523,4.811248345504282e-06,99.36179992151115,0.009550114571666836,True
chain_4v_3e,uniform,25,0.007047045044600964,5.956362656434067e-07,99.99154771593095,0.10987111565211738,True
chain_4v_3e,partial,25,0.007047045044600964,0.0038038981147110462,46.02137363056347,0.036599865644844534,True
chain_4v_3e,hub,25,0.007047045044600964,1.1378823501217994e-06,99.98385305694912,0.05802372751919305,True
chain_4v_3e,uniform,26,0.051688335835933685,2.4474850306432927e-06,99.99526491810762,0.12252964445837201,True
chain_4v_3e,partial,26,0.051688335835933685,0.01346096396446228,73.95744369253957,0.13580720404238616,True
chain_4v_3e,hub,26,0.051688335835933685,1.1325894320179941e-06,99.99780881041399,0.1178955916794633,True
chain_4v_3e,uniform,27,0.6148109436035156,3.121306008324609e-06,99.99949231450077,0.4977643426159567,True
chain_4v_3e,partial,27,0.6148109436035156,0.43339240550994873,29.508020307875583,0.19347558232766704,True
chain_4v_3e,hub,27,0.6148109436035156,2.4380495233344845e-05,99.99603447279412,0.441320006583542,True
chain_4v_3e,uniform,28,0.15247206389904022,0.00020605862664524466,99.86485483217326,0.3333803648373782,True
chain_4v_3e,partial,28,0.15247206389904022,0.06049848720431328,60.32159225943678,0.13460769254734972,True
chain_4v_3e,hub,28,0.15247206389904022,0.0006186263635754585,99.59426904328843,0.3121466823499591,True
chain_4v_3e,uniform,29,0.2919928729534149,5.04042054672027e-06,99.998273786447,0.3041136480812754,True
chain_4v_3e,partial,29,0.2919928729534149,0.17464378476142883,40.18902482277647,0.06782601805905497,True
chain_4v_3e,hub,29,0.2919928729534149,3.558276603143895e-06,99.99878138237857,0.28554438673563576,True
chain_4v_3e,uniform,30,0.1914418637752533,9.049991831489024e-07,99.9995272720578,0.3413151362508703,True
chain_4v_3e,partial,30,0.1914418637752533,0.10846785455942154,43.34162214030711,0.07591591838827275,True
chain_4v_3e,hub,30,0.1914418637752533,5.686410418093146e-07,99.99970296933462,0.24037797001008968,True
chain_4v_3e,uniform,31,0.20166169106960297,0.0007632162305526435,99.62153633320014,0.23352593469201688,True
chain_4v_3e,partial,31,0.20166169106960297,0.08562450110912323,57.54052212149199,0.11843621086876253,True
chain_4v_3e,hub,31,0.20166169106960297,0.0006276355125010014,99.68876810009276,0.24865089697370743,True
chain_4v_3e,uniform,32,0.018088925629854202,3.55496013071388e-06,99.9803473119219,0.10170050819424109,True
chain_4v_3e,partial,32,0.018088925629854202,0.004170779604464769,76.94291142652907,0.12667881253194385,True
chain_4v_3e,hub,32,0.018088925629854202,1.4681588709208881e-06,99.99188365909085,0.1103012295273654,True
chain_4v_3e,uniform,33,0.17328280210494995,2.821294401655905e-06,99.99837185550592,0.3846369802749273,True
chain_4v_3e,partial,33,0.17328280210494995,0.10721346735954285,38.12803921845155,0.09351851848211083,True
chain_4v_3e,hub,33,0.17328280210494995,6.508144451800035e-06,99.99624420636512,0.3942020199110622,True
chain_4v_3e,uniform,34,0.08760194480419159,1.1610699175435002e-06,99.9986746071447,0.13410409628680448,True
chain_4v_3e,partial,34,0.08760194480419159,0.038485441356897354,56.06782310264886,0.13817409998813968,True
chain_4v_3e,hub,34,0.08760194480419159,1.512308244855376e-06,99.99827365905148,0.08802812155100026,True
chain_4v_3e,uniform,35,0.5617888569831848,3.1293816391553264e-06,99.99944296124777,0.2199442829837071,True
chain_4v_3e,partial,35,0.5617888569831848,0.3585590422153473,36.17547985184058,0.18947810422990552,True
chain_4v_3e,hub,35,0.5617888569831848,4.832008357880113e-07,99.99991398888928,0.23433458626567893,True
chain_4v_3e,uniform,36,0.4057064354419708,2.1063558506284608e-06,99.9994808177375,0.399536832236706,True
chain_4v_3e,partial,36,0.4057064354419708,0.29869359731674194,26.37691413710276,0.09611024320680273,True
chain_4v_3e,hub,36,0.4057064354419708,1.7651349253355875e-06,99.99956492311406,0.3371646843546804,True
chain_4v_3e,uniform,37,0.017025459557771683,3.712170268954651e-07,99.99781963578936,0.22202507764439106,True
chain_4v_3e,partial,37,0.017025459557771683,0.00992714986205101,41.6923236147272,0.08863017612594334,True
chain_4v_3e,hub,37,0.017025459557771683,1.2397404134389944e-06,99.99271831453811,0.20579410855523336,True
chain_4v_3e,uniform,38,0.02929430454969406,1.8875153955377755e-06,99.99355671546209,0.12205091278994269,True
chain_4v_3e,partial,38,0.02929430454969406,0.005995660554617643,79.53301624059118,0.0700945789971901,True
chain_4v_3e,hub,38,0.02929430454969406,3.4439247542650264e-07,99.99882437053645,0.14101290788103665,True
chain_4v_3e,uniform,39,0.07707905024290085,2.0310153558966704e-06,99.99736502285705,0.31058424098325205,True
chain_4v_3e,partial,39,0.07707905024290085,0.0304817296564579,60.45393714582603,0.04778029119672836,True
chain_4v_3e,hub,39,0.07707905024290085,1.3321002825250616e-06,99.99827177387589,0.3042110887401732,True
chain_4v_3e,uniform,40,0.04078008234500885,1.6098344985948643e-06,99.99605240007861,0.12293220912024312,True
chain_4v_3e,partial,40,0.04078008234500885,0.004826506599783897,88.16454915674142,0.14957326229112872,True
chain_4v_3e,hub,40,0.04078008234500885,3.4963916277774842e-06,99.9914262271513,0.1472116749529113,True
chain_4v_3e,uniform,41,0.17593719065189362,0.0006381615530699492,99.63727876368526,0.2587922140385035,True
chain_4v_3e,partial,41,0.17593719065189362,0.06168173998594284,64.94104529156357,0.0818932550164599,True
chain_4v_3e,hub,41,0.17593719065189362,0.00019628624431788921,99.88843391008427,0.2911758846632887,True
chain_4v_3e,uniform,42,0.012394718825817108,2.8404508611856727e-06,99.97708337800071,0.12980997758926693,True
chain_4v_3e,partial,42,0.012394718825817108,0.0030982510652393103,75.00345825686723,0.1714744551075203,True
chain_4v_3e,hub,42,0.012394718825817108,1.0856531389435986e-06,99.9912410022833,0.15547998675681302,True
chain_4v_3e,uniform,43,0.24895823001861572,2.5704762265377212e-06,99.99896750702865,0.18308854062619695,True
chain_4v_3e,partial,43,0.24895823001861572,0.0819045677781105,67.10108046157536,0.1233310840095599,True
chain_4v_3e,hub,43,0.24895823001861572,2.3507047899329336e-06,99.99905578345823,0.1556074695195524,True
chain_4v_3e,uniform,44,0.45485618710517883,2.0363233943498926e-06,99.999552314896,0.5041918614113015,True
chain_4v_3e,partial,44,0.45485618710517883,0.29558059573173523,35.016692284019314,0.18581276206119174,True
chain_4v_3e,hub,44,0.45485618710517883,2.9334727514651604e-05,99.9935507687163,0.5029759240265366,True
chain_4v_3e,uniform,45,0.20630423724651337,2.8011572794639505e-06,99.9986422201905,0.333189856084372,True
chain_4v_3e,partial,45,0.20630423724651337,0.13302117586135864,35.521840153767,0.04918347917020245,True
chain_4v_3e,hub,45,0.20630423724651337,4.425246970640728e-06,99.99785498978126,0.33663620276818257,True
chain_4v_3e,uniform,46,0.12758664786815643,1.1352660749253118e-06,99.99911019993559,0.26128920598560856,True
chain_4v_3e,partial,46,0.12758664786815643,0.05677269771695137,55.50263396243603,0.23665259345163214,True
chain_4v_3e,hub,46,0.12758664786815643,1.419999762219959e-06,99.99888703106011,0.25031345867036636,True
chain_4v_3e,uniform,47,0.5463557839393616,0.0006509193917736411,99.88086162700057,0.23838096212187812,True
chain_4v_3e,partial,47,0.5463557839393616,0.29190874099731445,46.571675531175025,0.18407244003489126,True
chain_4v_3e,hub,47,0.5463557839393616,0.0006505086785182357,99.88093680022422,0.22482718711500005,True
chain_4v_3e,uniform,48,0.05543007701635361,4.8196534407907166e-06,99.99130498512682,0.1615368717111612,True
chain_4v_3e,partial,48,0.05543007701635361,0.028370067477226257,48.81827880402151,0.07428912854930206,True
chain_4v_3e,hub,48,0.05543007701635361,2.343882215427584e-06,99.99577146137693,0.17536662578195333,True
chain_4v_3e,uniform,49,0.07507208734750748,2.1339012619137065e-06,99.99715753039871,0.04639412434253803,True
chain_4v_3e,partial,49,0.07507208734750748,0.03086983971297741,58.87973705848697,0.04392673455019785,True
chain_4v_3e,hub,49,0.07507208734750748,4.659409569285344e-06,99.99379341945334,0.07099947245266933,True
